pl_name,pl_rade,pl_eqt,pl_insol,st_teff,st_rad,sy_dist
WASP-96 b,13.45,1285.0,,5540.0,1.05,352.464
HAT-P-1 b,14.784671,1322.0,,5980.0,1.174,158.979
GJ 3470 b,4.57,593.5,,3600.0,0.547,29.4214
HR 8799 e,13.11453,1150.0,,7400.0,,41.2441
WASP-39 b,14.336311,1166.0,,5485.0,0.939,213.982
NGTS-10 b,13.506845,1332.0,,4600.0,0.697,
WASP-19 b,15.86070769,2113.0,3320.0,5616.0,1.006,268.325
K2-25 b,3.44,494.0,9.91,3207.0,0.2932,44.9565
HD 3167 b,1.67,1774.0,1650.0,5261.0,0.88,47.2899
TOI-4201 b,13.67495645,725.0,45.2,3794.0,0.63,189.011
K2-222 b,2.35,871.0,96.0,5942.0,1.115,101.321
KOI-1257 b,10.54,511.0,,5520.0,1.13,
WASP-133 b,13.56289,1790.0,,5700.0,1.44,559.084
HD 21520 b,2.697,637.0,,5871.0,1.044,79.208
TOI-1836 b,8.00321222,966.0,,6380.0,1.577,191.649
K2-3 b,2.078,501.3,10.5,3844.0,0.546,44.0727
K2-240 b,2.0,586.0,,3810.0,0.54,72.9105
HAT-P-18 b,11.153,852.0,,4803.0,0.749,161.4
TOI-1470 c,2.47,373.0,3.35,3709.0,0.469,51.9503
WASP-164 b,12.643752,1610.0,,5806.0,0.932,327.506
WASP-160 B b,12.21781,1119.0,,5298.0,0.868,288.326
Kepler-109 c,2.65,859.0,91.0,5950.0,1.387,474.861
TOI-1789 b,16.14093221,1927.0,2300.0,5991.0,2.168,229.067
TOI-2420 b,15.02003414,1571.6,1017.0,,2.369,435.174
TOI-1117 b,2.46,1538.0,928.0,5635.0,1.05,167.598
CoRoT-23 b,11.77,1660.0,,5900.0,1.61,1060.97
K2-104 b,1.79,798.0,,3712.0,0.48,189.289
HATS-31 b,18.38276,1823.0,,6050.0,1.87,773.974
Kepler-391 b,2.5,930.0,690.0,5038.0,2.879,869.236
TOI-2096 b,1.243,445.0,9.4,3300.0,0.235,48.4809
K2-275 c,2.21,653.0,,4841.0,0.69,123.438
WASP-165 b,14.12334,1624.0,,5599.0,1.75,602.236
HD 97658 b,2.12,751.0,,5212.0,0.728,21.5618
Kepler-6 b,14.616536,1460.0,,5647.0,1.391,587.039
KOI-94 e,6.56,584.0,,6182.0,1.52,477.052
KOI-3503 c,1.21,686.0,,6001.0,1.255,887.064
TOI-3135 b,13.65253849,1292.0,464.0,5890.0,0.985,221.673
HR 858 d,2.001,1061.0,,6354.0,1.258,31.964
Kepler-1859 c,1.66,1327.0,732.82,5887.0,1.235,1331.25
CoRoT-32 b,6.38913,938.0,132.26,5970.0,0.79,576.683
TOI-481 b,11.09691,1370.0,,5735.0,1.66,179.366
MASCARA-1 b,17.90074218,2594.3,,7490.0,2.082,182.273
Kepler-1987 b,1.23,997.0,233.38,4769.0,0.714,595.683
Kepler-42 d,0.57,450.0,,3068.0,0.17,40.0595
WASP-20 b,16.388,1379.0,,5940.0,1.392,211.877
Kepler-323 c,1.57,1431.0,700.0,6004.0,1.12,454.883
WASP-2 b,12.116929,1311.0,492.0,5180.0,0.866,153.242
K2-350 b,1.54,1158.0,,5789.0,1.04,489.368
HATS-26 b,19.61575,1918.0,,6071.0,2.04,861.843
TOI-4010 d,6.18,650.0,30.0,4960.0,0.83,177.504
WASP-153 b,17.37395,1700.0,1400.0,5914.0,1.73,610.176
TOI-3593 b,11.02963701,1170.0,308.0,5550.0,0.918,226.63
TOI-532 b,5.82,867.0,94.1,3927.0,0.612,135.047
TOI-1898 b,9.39553231,674.54,,6241.0,1.6131,79.6682
TOI-2443 b,2.363,519.0,,4375.0,0.631,23.9258
K2-198 c,1.423,1229.9,,5212.9,0.757,110.567
HATS-77 b,13.05846252,828.3,78.37,4071.0,0.6428,436.176
Qatar-4 b,12.722215,1385.0,614.0,5215.0,0.849,329.036
TOI-561 c,2.865,802.0,67.5,,0.843,85.799
K2-266 c,0.705,664.5,32.4,4285.0,0.703,77.5586
TOI-2031 A b,14.20177855,1358.0,567.0,6490.0,1.241,276.105
Kepler-452 b,1.63,265.0,1.1,5757.0,1.11,551.727
TOI-1064 b,2.587,784.0,62.9,4734.0,0.726,68.0726
HATS-47 b,12.520453,852.9,87.73,4512.0,0.6564,300.67
Kepler-1998 b,0.6,1187.0,468.31,5640.0,0.921,340.965
TOI-1266 b,2.52,415.0,,3563.0,0.4232,36.0118
K2-12 b,2.44,1026.0,185.0,5672.0,1.117,326.381
EPIC 249893012 b,1.95,1616.0,1037.0,5430.0,1.71,321.296
HATS-51 b,15.80469,1553.0,,5758.0,1.44,389.57
WASP-145 A b,10.0881,1200.0,,4900.0,0.68,91.299
NGTS-25 b,11.46678726,1101.0,,5321.0,0.86,521.233
Kepler-51 b,7.1,543.0,,6018.0,0.94,783.831
TOI-238 c,2.18,696.0,58.3,5059.0,0.733,80.5407
TOI-406.01,2.08,368.0,3.0,3392.0,0.41,31.0597
TOI-406 c,1.32,584.0,19.0,3392.0,0.41,31.0597
TOI-2537 b,11.25381662,338.0,,4870.0,0.771,184.986
TOI-238 b,1.559,1378.0,753.1,5059.0,0.756,80.5407
TOI-1685 b,1.421,1000.0,213.0,3470.0,0.462,37.6153
WASP-193 b,14.78464554,1250.0,402.0,6080.0,1.213,362.087
WASP-121 b,19.52604438,2409.0,,6628.0,1.461,269.898
HATS-13 b,13.585308,1244.0,,5523.0,0.887,421.855
TOI-6002 b,1.65,321.4,1.6823,3229.0,0.2432,32.0266
HAT-P-60 b,18.28184752,1772.0,1634.0,6212.0,2.197,233.22
TOI-5398 b,10.3,947.0,,6000.0,1.051,130.855
TOI-220 b,3.03,805.0,,5298.0,0.858,90.7402
Kepler-51 d,9.7,381.0,,6018.0,0.94,783.831
K2-151 b,1.49,566.0,,3695.0,0.45,69.4798
Kepler-426 b,12.22,1300.0,,5725.0,0.92,843.695
TOI-3693 b,12.59889431,801.0,68.6,5321.0,0.791,176.436
HIP 94235 b,3.0,1060.0,,5991.0,1.08,58.5146
Kepler-763 d,1.67,804.0,98.81,4999.0,0.843,962.459
HATS-29 b,14.022459,1212.0,,5670.0,1.073,353.891
TOI-2346 b,16.11851425,1689.0,1360.0,6480.0,1.38,437.484
HD 63433 d,1.073,1040.0,,5688.0,0.912,22.4035
HATS-3 b,15.48,1648.0,,6351.0,1.404,411.211
TOI-150.01,14.067295,1404.5,,6255.0,1.526,336.267
HATS-61 b,13.394755,1226.1,374.2,5542.0,1.664,679.761
Kepler-1181 c,1.83,1124.0,377.25,6688.0,1.347,938.417
K2-28 b,2.32,568.0,,3214.0,0.288,62.9969
HATS-52 b,15.490838,1834.0,,6010.0,1.046,555.134
K2-32 e,1.212,1066.0,,5271.0,0.86,157.682
K2-270 c,2.95,848.0,,4877.0,0.77,280.518
TOI-763 b,2.28,1038.0,,5450.0,0.897,95.1274
TOI-1883 b,5.65,524.92,,3477.0,0.494,115.369
CoRoT-6 b,13.068,1017.0,,6090.0,1.025,645.294
K2-344 b,1.59,722.0,,4374.0,0.49,75.1691
Wolf 327 b,1.24,996.0,233.9,3542.0,0.406,28.5321
Kepler-1983 b,2.33,807.0,100.13,5135.0,0.874,424.428
XO-5 b,12.78,1230.0,,5430.0,1.13,276.211
TOI-1452 b,1.672,326.0,1.8,3185.0,0.275,30.5212
TOI-4184 b,2.43,412.0,4.8,3238.0,0.2347,69.3649
WASP-188 b,14.81827249,1666.0,1278.0,6850.0,1.83,675.281
Kepler-1669 d,1.22,669.0,47.3,4224.0,0.603,543.444
TOI-815 c,2.62,469.0,8.03,4869.0,0.77,59.7117
WASP-154 b,10.76062147,994.0,162.0,4774.0,0.823,215.501
TOI-2384 b,11.48920522,889.7,104.3,3943.0,0.6113,191.51
HAT-P-53 b,14.773462,1778.0,,5956.0,1.209,666.802
TOI-4127 b,12.28504285,605.1,22.3,6096.0,1.293,319.632
TOI-2768 b,2.63,855.0,,4008.0,0.657,78.4525
HIP 97166 b,2.4801338,701.66,,5216.0,0.8418,65.9501
WASP-171 b,10.98482,1642.0,,5965.0,1.637,757.84
NGTS-31 b,18.04645893,1410.0,643.0,5710.0,1.7,497.376
TOI-3261 b,3.82,1722.0,1466.0,5068.0,0.849,300.141
CoRoT-19 b,14.46,2000.0,,6090.0,1.65,790.663
HATS-2 b,12.57647635,1550.0,,,0.876,341.925
CoRoT-24 b,3.7,1070.0,,4950.0,0.86,591.555
TOI-1416 b,1.62,1517.0,883.0,4884.0,0.793,55.0135
K2-17 b,2.23,487.0,,4320.0,0.66,125.106
TOI-1194 b,8.71664516,1264.29,,5394.0,0.9608,149.667
TOI-3919 b,12.31866979,1198.0,,6100.0,1.319,604.591
Kepler-1610 c,2.09,433.0,8.34,5295.0,0.8,864.331
NGTS-33 b,18.38272835,1991.0,2620.0,7437.0,1.47,437.855
TOI-4600 b,6.8,347.0,,5170.0,0.81,216.056
LP 791-18 d,1.032,395.5,5.83,2960.0,0.182,26.4927
TOI-5319 b,2.83,695.0,,3580.0,0.485,61.171
K2-250 b,2.71257333,1003.0,,5003.0,0.797,414.708
HD 28109 c,4.23,585.2,,6120.0,1.446,139.611
HD 206893 c,16.36511182,1181.9,,,,40.7583
K2-38 b,1.54,1266.0,426.0,5731.0,1.06,192.69
WASP-116 b,13.67495645,1414.0,663.0,6250.0,1.426,559.243
HD 42813 b,3.41,716.0,74.7,5289.0,0.98,68.192
TOI-2580 b,17.37392009,2410.0,1730.0,6120.0,1.81,379.253
WASP-85 A b,13.89916,1452.0,,6112.0,0.935,141.887
EPIC 211822797 b,1.92,431.0,,4057.0,0.58,186.197
K2-293 b,2.45,750.0,,5532.0,0.947,392.251
Kepler-68 c,0.979,1052.0,204.0,5847.0,1.2564,144.166
K2-228 b,1.21,914.0,,4715.0,0.65,129.46
Kepler-1992 b,0.91,637.0,38.99,5383.0,0.842,532.955
HATS-55 b,14.022459,1367.0,,6214.0,1.126,609.838
K2-271 b,7.28,893.0,,5644.0,0.99,564.454
Kepler-412 b,15.031269,1850.0,,5750.0,1.287,1086.24
HATS-69 b,10.592505,1295.7,466.6,5137.0,0.8785,414.537
WASP-65 b,12.464,1480.0,,5600.0,1.01,273.703
K2-358 b,2.68,888.0,,5650.0,0.91,480.307
K2-79 b,4.09,1022.0,181.0,5897.0,1.265,256.011
K2-268 d,1.49,888.0,,5106.0,0.78,327.783
TOI-519 b,11.54525012,687.0,,3322.0,0.35,115.557
K2-123 b,2.76,338.0,,4035.0,0.59,161.555
TOI-6038 A b,6.41,1439.0,716.0,6110.0,1.648,179.147
K2-337 b,2.62,850.0,,5869.0,1.32,421.636
TOI-1130 c,13.0,650.0,,4360.0,0.697,58.2609
TOI-1807 b,1.49681583,1694.1,,4914.0,0.746,42.5775
WASP-149 b,15.24421375,1855.0,1966.0,5750.0,1.08,211.73
HIP 113103 c,2.4,585.0,,4930.0,0.742,46.2122
TOI-954 b,9.550068,1526.0,1393.0,5710.0,1.892,238.768
L 98-59 c,1.329,526.0,12.7,3415.0,0.3155,10.6194
K2-294 b,1.66,1425.0,,5612.0,1.2,373.078
K2-211 b,1.33162691,1873.0,,5117.0,0.818,272.297
TOI-2992 b,13.75341932,1726.0,1484.0,6000.0,1.545,542.026
TOI-3688 A b,13.08088048,1534.0,924.3,5950.0,1.302,396.378
TOI-5803 b,3.2732,678.87,,5134.0,0.7625,84.0126
K2-350 c,2.74,687.0,,5789.0,1.04,489.368
TOI-2000 c,8.14,1038.0,149.0,5611.0,1.134,175.713
HATS-64 b,18.819911,1793.0,1711.0,6554.0,2.113,1080.15
K2-119 b,2.53,666.0,,4740.0,0.71,365.581
TOI-1273 b,11.09689089,1211.0,,5690.0,1.06,177.118
TOI-4773 b,15.22179579,2255.0,,6740.0,1.55,492.888
KELT-9 b,21.196219,4050.0,44900.0,10170.0,2.362,204.455
K2-141 b,1.51,2103.0,3260.0,4570.0,0.681,61.8736
Kepler-90 i,1.32,709.0,,6015.0,1.29,848.254
Kepler-2001 c,1.82,597.0,30.1,5081.0,0.77,776.55
TOI-3523 A b,15.9727975,1984.0,2590.0,6450.0,1.448,645.294
K2-155 b,1.8,708.0,,4258.0,0.58,72.7998
TOI-5110 b,11.98240037,976.0,,6160.0,2.333,392.259
Wendelstein-1 b,11.5609626,2198.0,,4251.0,0.61,305.3
Kepler-74 b,10.76,1078.0,,6000.0,1.12,1177.55
TOI-451 c,3.1,875.0,,5550.0,0.879,123.739
TOI-1836 c,2.59987579,2007.6,,6237.0,1.6454,191.649
K2-111 b,1.82,1309.0,490.0,5775.0,1.25,200.394
Kepler-1991 c,2.57,634.0,38.27,5478.0,1.053,855.82
K2-32 b,5.299,837.0,,5271.0,0.86,157.682
TOI-2416 b,9.86390302,1080.0,,5808.0,1.236,557.733
TOI-5388.01,1.89426,601.35,3.3023,3495.0,0.31,18.5226
HATS-10 b,10.861521,1407.0,,5880.0,1.105,534.889
K2-265 b,1.70824866,1366.0,,5420.0,0.92,138.671
LHS 1140 c,1.272,422.0,5.3,3096.0,0.2159,14.9861
K2-258 b,3.0,831.0,,6351.0,1.31,661.873
PH2 b,9.33708092,295.1,1.2,5734.0,0.949,343.863
HD 207897 b,2.34302132,581.75,,5106.0,0.7827,28.2938
K2-197 b,2.56,848.0,,5667.0,0.93,247.637
TOI-6000 b,0.94,1120.0,,3419.0,0.38,75.7664
TOI-4860 b,8.7,694.0,42.5,3260.0,0.358,80.1423
HATS-23 b,20.84874,1654.0,,5780.0,1.199,639.004
K2-270 b,1.38,1203.0,,4877.0,0.77,280.518
K2-260 b,18.41635529,2090.0,,6860.0,1.755,663.834
TOI-2458 b,2.83,1509.4,865.0,6005.0,1.31,112.958
TOI-1669 c,2.2963977,1285.16,,5497.0,1.0561,111.276
TOI-2196 b,3.51,1860.0,2000.0,5634.0,1.043,259.947
K2-166 b,2.19,1140.0,,5960.0,1.61,476.882
K2-37 b,1.39,949.0,193.0,5352.0,0.809,179.943
TOI-1742 b,2.36507598,694.09,,5815.0,1.131,72.8871
K2-5 b,1.91,565.0,24.1,3930.0,0.57,202.943
WASP-132 b,10.09929161,682.0,58.5,4686.0,0.758,122.91
LHS 475 b,0.991,586.0,,3300.0,0.2789,12.4814
TOI-2096 c,1.914,349.0,3.7,3300.0,0.235,48.4809
HD 23472 c,1.87,467.0,7.96,4684.0,0.71,39.0341
TOI-1246 c,2.45109846,862.49,,5213.0,0.8649,169.422
TOI-2497 b,11.14172682,1595.0,,7360.0,2.36,285.289
K2-155 d,1.9,381.0,,4258.0,0.58,72.7998
HIP 8152 b,2.53625843,794.96,,5618.0,0.9603,101.694
TOI-286 c,1.88,475.0,,5152.0,0.78,59.2293
K2-322 b,1.92,635.0,,4141.0,0.602,123.415
CoRoT-35 b,18.83108758,1747.0,,6390.0,1.65,1123.21
K2-154 b,1.99,715.0,,4097.0,0.63,129.356
TOI-1333 b,15.647764,1679.0,,6274.0,1.925,200.492
TOI-1438 c,2.75,794.0,65.0,5230.0,0.82,110.513
HAT-P-58 b,14.93036229,1622.0,1146.0,6078.0,1.53,515.59
TOI-2322 c,1.874,496.8,10.15,4664.0,0.662,59.861
TOI-559 b,12.22899794,1180.0,,5925.0,1.233,233.266
Kepler-39 b,13.9,897.0,,6350.0,1.4,1057.41
K2-192 b,1.52,939.0,,5222.0,0.81,221.753
KELT-4 A b,19.044091,1823.0,1840.0,6206.0,1.603,218.05
HAT-P-54 b,10.581296,818.0,,4390.0,0.617,143.651
TOI-2088 b,3.6831179,300.33,,5081.0,0.8481,126.46
WASP-123 b,14.773462,1520.0,,5740.0,1.285,197.996
K2-332 b,2.2,266.0,,3315.0,0.28,123.202
WASP-69 b,11.21,971.0,,4792.0,0.801,49.9605
TOI-2345 c,2.451,544.0,14.57,4687.0,0.729,81.6541
KELT-18 b,17.59813,2085.0,3152.0,6670.0,1.908,321.376
Kepler-656 c,1.41,975.0,213.25,5550.0,0.954,890.352
TOI-1695 b,1.9,698.0,39.0,3690.0,0.515,45.1309
HAT-P-32 b,22.19382,1835.7,1841.0,6001.0,1.367,289.205
KPS-1 b,11.54527,1459.0,729.0,5165.0,0.907,262.706
WASP-50 b,13.069694,1394.84,,5400.0,0.843,184.848
K2-241 b,2.55,507.0,,5262.0,0.75,149.464
K2-352 b,1.37,1160.0,,5791.0,0.95,176.051
TOI-5634 A b,10.42,837.0,77.0,3896.0,0.54,306.144
TOI-628 b,11.88154,1586.0,,6250.0,1.345,178.68
TOI-257 b,7.16253867,1027.0,186.0,6095.0,1.867,76.9028
TOI-260 b,1.71,493.0,,4026.0,0.607,20.1852
K2-208 b,1.67462172,1122.0,,5500.0,0.872,256.887
TOI-5713 b,1.77,347.2,2.2554,3225.0,0.2992,40.8668
K2-34 b,13.75,1687.0,,6168.0,1.42,348.646
K2-193 b,3.95,739.0,,5817.0,0.98,411.923
HD 23472 d,0.75,909.0,117.0,4684.0,0.71,39.0341
HATS-40 b,17.71022,2101.0,,6460.0,2.26,1342.29
TOI-2583 A b,14.4595851,1456.0,750.9,5936.0,1.477,566.189
Kepler-880 c,2.87,1407.0,926.72,6900.0,2.599,601.324
TOI-1803 c,4.29,588.0,22.0,4687.0,0.715,119.24
K2-268 b,1.5,1136.0,,5106.0,0.78,327.783
HD 15906 b,2.24,668.0,33.14,4757.0,0.762,45.5621
WASP-55 b,14.72860064,1342.0,504.0,6096.0,1.09,297.462
TOI-431 b,1.28,1862.0,,4850.0,0.731,32.5686
K2-139 b,9.11,524.0,,5370.0,0.88,153.856
K2-43 b,4.51,939.3,,3840.6,0.542,182.536
WASP-138 b,12.21781,1590.0,,6272.0,1.36,414.234
K2-220 b,2.37,761.0,79.7,5612.0,1.026,233.514
Kepler-42 c,0.73,720.0,,3068.0,0.17,40.0595
Kepler-102 b,0.46,857.0,90.0,4909.0,0.724,107.796
TOI-122 b,2.72,471.0,8.8,3403.0,0.334,62.118
HD 106315 b,2.44,1153.0,,6327.0,1.296,109.353
K2-85 b,1.4,1355.0,800.0,4232.0,0.71,97.2179
Kepler-62 b,1.31,750.0,,4925.0,0.64,300.874
TOI-4600 c,9.42,191.0,,5170.0,0.81,216.056
TOI-4336 A b,2.12,308.0,1.5,3298.0,0.328,22.5455
EPIC 212297394 b,1.48,1149.0,,5171.0,0.8,418.395
CoRoT-18 b,14.68,1550.0,,5440.0,1.0,764.889
CoRoT-27 b,11.287,1500.0,,5900.0,1.08,1010.28
TOI-1260 d,3.12,499.0,10.32,4227.0,0.672,73.5977
TOI-1749 c,2.12,673.0,,3985.0,0.55,99.5561
TOI-1794 b,3.29701268,992.91,,5631.0,1.3162,155.791
TOI-6695 b,9.52763359,599.0,,6400.0,1.517,282.536
K2-26 b,2.67,430.0,5.8,3785.0,0.52,99.0504
TOI-904 b,2.426,429.43,,3770.2,0.527,46.0891
K2-246 b,3.49,977.0,,5610.0,0.94,703.616
WASP-92 b,16.376349,1871.0,,6280.0,1.341,575.889
TOI-3980 b,14.4595851,1621.0,1153.0,5840.0,1.626,486.721
TOI-5301 b,13.09208946,1648.0,,6240.0,2.19,629.161
EPIC 211945201 b,5.76,817.0,,6069.0,1.39,181.69
K2-30 b,11.646151,1092.0,,5425.0,0.844,333.042
K2-316 b,1.33,841.0,,3436.0,0.379,112.486
K2-268 f,2.23,492.0,,5106.0,0.78,327.783
K2-114 b,10.59248676,701.4,,4899.0,0.832,475.758
HIP 41378 c,2.727,757.0,54.0,6320.0,1.273,106.289
HD 219666 b,4.898,1076.0,,5540.0,1.059,94.1719
TOI-5126 b,4.74,1442.0,467.0,6150.0,1.241,160.414
NGTS-20 b,11.99360935,688.0,,5980.0,1.78,382.898
K2-90 b,2.6,502.0,,4484.0,0.619,134.188
Qatar-6 b,11.903958,1006.0,,5052.0,0.722,100.848
TOI-2322 b,0.994,603.1,22.04,4664.0,0.662,59.861
K2-3 d,1.458,305.2,1.44,3844.0,0.546,44.0727
TOI-2152 A b,14.35870428,1802.0,,6630.0,1.612,303.006
KOI-984 b,4.3,1022.0,,5295.0,0.818,252.667
AU Mic c,2.52202066,459.0,7.3,3678.0,0.744,9.7221
HD 110067 c,2.388,699.0,,5266.0,0.788,32.1585
TOI-2134 c,7.27,306.0,1.4,4580.0,0.709,22.6202
TOI-1260 c,2.76,651.0,29.81,4227.0,0.672,73.5977
HAT-P-45 b,15.984,1652.0,,6330.0,1.319,298.64
TOI-1386 b,6.2163865,615.03,,5735.0,1.0235,146.858
TOI-5293 A b,11.9,675.0,34.6,3586.0,0.52,162.229
Kepler-102 d,1.154,686.0,36.9,4909.0,0.724,107.796
WASP-155 b,13.45077684,1468.0,771.0,5660.0,1.24,399.63
WASP-110 b,13.19297028,1158.0,279.0,5392.0,0.853,274.96
HATS-28 b,13.383546,1253.0,,5498.0,0.922,535.383
K2-419 A b,10.55,377.0,3.3,3711.0,0.541,268.685
Kepler-1985 b,2.27,1129.0,382.68,5370.0,0.966,
TOI-332 b,3.2,1871.0,,5251.0,0.87,222.852
TOI-2338 b,11.2089807,799.0,,5581.0,1.05,313.996
Wolf 503 b,2.043,790.0,,4716.0,0.689,44.526
TOI-6303 b,11.59,541.0,14.28,3977.0,0.609,152.219
NGTS-21 b,14.90794433,1357.0,,4660.0,0.86,592.891
K2-325 b,2.2,423.0,,3287.0,0.298,111.638
WASP-80 b,11.197791,825.0,,4143.0,0.586,49.7876
TOI-5126 c,3.86,971.0,96.0,6150.0,1.241,160.414
HATS-1 b,14.594,1359.0,,5870.0,1.038,283.971
Kepler-553 c,11.57887706,251.0,0.589,5191.0,0.902,728.525
K2-357 b,3.72,735.0,,5794.0,1.0,517.687
K2-188 c,2.83,1026.0,,5977.0,1.19,446.821
Kepler-61 b,2.15,273.0,,4017.0,0.62,335.079
HD 25463 c,1.36354953,1585.57,,6353.0,1.4182,45.6181
WASP-183 b,16.47723,1111.0,,5313.0,0.871,325.377
HATS-22 b,10.682177,858.0,,4803.0,0.689,229.518
K2-249 b,2.79,1061.0,,6504.0,1.57,521.716
HD 15906 c,2.93,532.0,13.37,4757.0,0.762,45.5621
WTS-1 b,16.7,1500.0,,6250.0,1.15,2346.01
TOI-1411 b,1.19880592,976.4,,4115.0,0.614,32.4778
K2-157 b,0.935,2432.0,6660.0,5334.0,0.86,298.373
TOI-4443.01,1.7193265,1638.82,1194.2104,5834.0,1.01733,56.0739
WASP-83 b,11.65736,1120.0,,5510.0,1.05,271.103
TOI-2719 b,5.98,1710.0,,5762.0,1.69,588.368
TOI-4602.01,2.550449,1380.27,603.6935,6011.9,1.15664,63.0637
TOI-1693 b,1.41,764.0,,3499.0,0.46,30.7947
TOI-4603 b,11.67975789,1677.0,1192.0,6264.0,2.738,225.643
TOI-776 c,2.047,420.0,,3725.0,0.547,27.1701
GPX-1 b,16.47720163,2300.0,4650.0,7000.0,1.56,655.013
NGTS-12 b,11.747032,1257.0,416.0,5690.0,1.589,446.442
TOI-2134 b,2.69,666.0,32.0,4580.0,0.709,22.6202
HD 219134 f,1.31,522.6,12.38,4699.0,0.778,6.53127
PDS 70 b,30.48848,1204.0,,3972.0,,113.064
K2-285 d,2.48,619.9,24.61,4975.0,0.787,154.961
HD 93963 A c,3.11976057,1212.45,,5908.0,1.0311,82.3432
HD 22946 d,2.607,546.0,18.561,6169.0,1.117,62.7792
K2-259 b,2.32,795.0,,6059.0,1.13,416.457
TOI-1683.01,2.6382,929.25,163.056,4402.0,0.7,51.1884
K2-195 b,3.13,720.0,,5713.0,0.99,315.014
Kepler-1996 c,2.81,276.0,1.38,4580.0,0.675,440.561
WASP-151 b,13.30506009,1312.0,,,1.181,453.099
K2-285 e,1.95,500.9,10.5,4975.0,0.787,154.961
K2-277 b,2.18575124,1049.0,,5680.0,0.973,113.123
TOI-3023 b,16.43236571,1596.0,1084.0,5760.0,1.668,389.916
Kepler-278 c,3.268,492.0,54.3,4965.0,2.861,443.03
WASP-90 b,18.27067,1840.0,,6430.0,1.98,466.433
Kepler-1834 c,1.22,1541.0,1334.22,4821.0,0.788,500.395
Kepler-43 b,13.663771,1620.0,,6041.0,1.42,1005.84
Kepler-1987 c,1.33,860.0,129.44,4769.0,0.714,595.683
HD 219134 b,1.602,1015.0,176.2,4699.0,0.778,6.53127
TOI-3493 b,3.22,1102.0,245.0,5844.0,1.228,96.7224
K2-317 b,2.93,432.0,,3387.0,0.379,176.291
Kepler-4 b,4.002,1650.0,,5857.0,1.487,487.916
Qatar-10 b,17.295487,1955.0,,6124.0,1.254,559.068
K2-329 b,8.675766,650.0,45.7,5282.0,0.822,233.237
Kepler-311 d,2.05,327.0,2.71,5903.0,1.156,778.654
HD 5278 b,2.45,943.0,132.0,6203.0,1.194,57.5846
TIC 237913194 b,12.520453,974.0,,5788.0,1.088,306.063
HATS-30 b,13.170575,1414.0,,5943.0,1.061,342.14
TOI-880 c,4.95,805.0,,5050.0,0.83,60.6679
GJ 414 A c,8.4,124.7,,4120.0,0.68,11.8893
TOI-1743 b,1.83,485.0,,3277.0,0.338,41.2758
Kepler-69 b,2.24,779.0,,5638.0,0.93,730.625
TOI-1135 b,9.34085,1074.28,254.894,5962.7,1.15,114.048
TOI-329 b,4.94057819,1213.02,,5614.0,1.5326,284.388
Kepler-10 b,1.47,2188.0,,5708.0,1.065,185.506
HD 191939 d,2.995,540.0,14.3,5348.0,0.94,53.6089
Kepler-1661 b,3.87,243.0,0.88,5100.0,0.762,410.607
TOI-2570 b,13.64132951,1431.0,699.0,5771.0,1.095,361.857
K2-32 d,3.484,550.0,,5271.0,0.86,157.682
K2-43 c,2.42,1093.7,,3840.6,0.542,182.536
TOI-4155 b,3.21,1255.0,,5724.0,0.95,240.737
K2-316 c,1.83,423.0,,3436.0,0.379,112.486
K2-73 b,2.58,968.0,209.0,5867.0,1.058,269.183
TOI-1751 b,2.9507845,651.64,,5970.0,1.3137,113.335
K2-389 b,2.33,932.0,179.0,5773.0,1.094,259.208
HATS-4 b,11.433,1315.0,,5403.0,0.925,416.459
TOI-763 c,2.63,800.0,,5450.0,0.897,95.1274
K2-136 c,3.0,470.0,11.91,4500.0,0.677,59.2474
GJ 414 A b,2.63,308.6,,4120.0,0.68,11.8893
K2-388 b,3.9,874.0,138.0,5310.0,0.91,290.495
TOI-1431 b,16.70138124,2370.0,5300.0,7690.0,1.92,148.925
WASP-79 b,17.14974047,1716.2,,6600.0,1.51,246.69
WASP-178 b,20.28829,2470.0,,9360.0,1.67,427.678
TOI-913 b,2.4528,712.01,,4969.0,0.7325,65.1769
HD 25463 b,2.54535814,1198.46,,6353.0,1.4182,45.6181
DS Tuc A b,5.7,850.0,,5428.0,0.964,44.0622
TOI-2427 b,1.8,1117.0,,4072.0,0.65,28.5147
K2-263 b,2.41,470.0,8.17,5368.0,0.85,162.481
TOI-2295 b,16.47720163,747.0,,5730.0,1.459,126.279
WASP-76 b,20.78145022,2228.0,4104.0,6329.0,1.756,194.459
K2-27 b,4.74,836.0,116.0,5246.0,0.876,249.645
TOI-2986 b,9.292245,1622.0,1156.0,5906.0,1.458,563.149
Kepler-167 d,1.238,538.0,,4884.0,0.749,341.908
TOI-2194 b,1.9892,590.88,,4756.0,0.6909,19.5711
CoRoT-14 b,12.22,1952.0,,6035.0,1.21,1744.6
Kepler-435 b,22.31,1729.0,,6161.0,3.21,1418.77
Kepler-725 b,10.8,514.0,12.1,5395.0,0.88,758.469
TOI-125 b,2.726,1037.0,185.0,5320.0,0.848,111.059
TOI-2803 A b,18.11371281,1893.0,2150.0,6280.0,1.245,494.818
TOI-1199 b,10.5140239,1486.0,,5710.0,1.45,248.427
WASP-53 b,12.038466,1053.0,,4953.0,0.798,201.338
TOI-1288 b,4.96846551,1203.44,,5388.0,0.9583,114.865
HAT-P-63 b,12.5428494,1237.0,387.4,5400.0,0.9661,403.458
