pl_name,pl_rade,pl_eqt,pl_insol,st_teff,st_rad,sy_dist
HD 206893 b,14.01122587,1429.2,,,,40.7583
HAT-P-59 b,12.58768533,1277.8,441.4,5678.0,1.1038,265.471
TOI-1279 b,2.66146528,759.0,,5457.0,0.8426,107.055
K2-273 b,3.05,849.0,,5161.0,0.85,308.105
Kepler-12 b,19.660586,1480.0,,5947.0,1.483,881.386
TIC 4672985 b,11.5004142,517.2,,5757.0,1.15,253.385
NGTS-4 b,3.18,1650.0,,5143.0,0.84,280.555
HIP 41378 d,3.54,367.0,3.01,6320.0,1.273,106.289
K2-216 b,1.75,1103.0,248.0,4503.0,0.72,115.461
TOI-1728 b,5.05,767.0,57.78,3980.0,0.6243,60.798
Kepler-107 b,1.536,1592.0,1073.0,5854.0,1.447,525.997
TOI-762 A b,8.33948164,555.4,,3266.0,0.425,98.4458
TOI-1820 b,12.778238,1375.0,,5734.0,1.51,248.504
HD 63935 c,3.06451296,619.59,,5513.0,0.9598,48.9739
TOI-169 b,12.172974,1715.0,1443.0,5880.0,1.288,407.84
K2-32 c,3.134,634.0,,5271.0,0.86,157.682
TOI-1842 b,12.3485023,1199.55,,6039.0,2.032,223.465
TOI-2145 b,12.41899699,1363.43,,6200.0,2.7505,224.731
HD 110067 g,2.607,440.0,,5266.0,0.788,32.1585
WASP-105 b,10.76064,900.0,,5070.0,0.9,169.272
K2-239 d,1.1,399.0,,3420.0,0.36,31.0849
TOI-2989 b,12.55405838,1001.0,124.0,4672.0,0.76,195.795
Kepler-20 c,2.894,828.0,78.7,5495.0,0.9164,282.563
K2-348 c,2.67,655.0,,5077.0,0.85,201.856
TOI-3486 b,10.5700688,1190.0,334.0,4930.0,0.788,154.715
K2-8 b,3.58,631.0,37.7,4870.0,0.74,403.513
TOI-880.02,2.19,1085.0,,5050.0,0.83,60.6679
EPIC 205950854 c,1.31,960.6,,5502.7,0.83,243.935
PH1 b,6.18,481.0,,6407.0,1.734,1033.16
TOI-1749 b,1.39,831.0,,3985.0,0.55,99.5561
TOI-5210 b,10.72699453,1286.0,456.0,5723.0,1.209,302.086
TOI-824 b,2.926,1253.0,412.0,4600.0,0.695,63.9262
K2-233 b,1.315,1127.0,269.0,4796.0,0.71,67.5062
K2-136 d,1.565,420.0,7.07,4500.0,0.677,59.2474
HD 73344 b,2.884,911.0,,6252.6,1.22,35.26
Qatar-1 b,12.811887,1418.0,,5013.0,0.803,185.615
HD 260655 c,1.533,557.0,16.1,3803.0,0.439,10.0055
WASP-150 b,11.99363,1460.0,,6218.0,1.651,527.995
TOI-4794 b,14.35870428,1673.0,1310.0,6390.0,1.451,543.008
LP 890-9 c,1.367,272.0,0.906,2850.0,0.1556,32.4298
HD 21749 c,0.892,701.0,,4640.0,0.695,16.32
HD 224018 d,2.4,411.0,,5784.0,1.147,105.48
TOI-4495.01,3.63045,1382.67,346.626,6156.0,1.34,132.214
WASP-42 b,12.576498,1021.0,,5315.0,0.892,177.291
Kepler-102 c,0.567,777.0,61.0,4909.0,0.724,107.796
TOI-2411 b,1.68,1355.0,,4099.0,0.68,59.5362
Kepler-17 b,14.68,1570.0,,5781.0,1.01034,720.753
K2-61 b,1.92,1325.0,730.0,5748.0,0.995,405.732
K2-343 b,1.65,653.0,,3804.0,0.46,166.169
TOI-2345 b,1.504,1478.0,791.0,4687.0,0.729,81.6541
K2-254 b,1.63,791.0,,4629.0,0.67,227.775
TOI-2109 b,15.098497,3646.0,,6540.0,1.698,262.041
WASP-114 b,15.008851,2043.0,,5940.0,1.43,523.337
HATS-33 b,13.78707,1429.0,,5659.0,1.022,248.46
EPIC 220674823 c,2.84,804.0,70.0,5578.0,0.99,244.59
HATS-24 b,15.636555,2166.0,,6125.0,1.12,494.182
TOI-1296 b,14.11645916,1414.84,,5567.0,1.7031,323.265
K2-141 c,7.0,695.0,39.1,4570.0,0.681,61.8736
HR 858 c,1.979,1309.0,,6354.0,1.258,31.964
Kepler-1991 b,1.47,760.0,78.79,5478.0,1.053,855.82
EPIC 249893012 d,3.94,752.0,53.0,5430.0,1.71,321.296
Gliese 12 b,0.958,314.6,1.62,3296.0,0.2617,12.21
HAT-P-39 b,17.609,1752.0,,6430.0,1.625,697.004
Kepler-45 b,10.76,1000.0,,3820.0,0.55,381.949
TOI-244 b,1.52,458.0,7.3,3433.0,0.426,22.0337
GJ 143 b,2.61,422.0,,4640.0,0.695,16.32
K2-60 b,7.655747,1400.0,,5500.0,1.12,491.87
TOI-181 b,6.9559,895.1,102.43,4994.0,0.745,96.2338
K2-243 b,2.17,1035.0,,6570.0,1.39,266.864
HD 202772 A b,17.317905,2132.0,3440.0,6272.0,2.591,161.498
AU Mic b,3.95677019,600.0,21.2,3678.0,0.744,9.7221
Wendelstein-2 b,12.9934728,2470.0,,4591.0,0.66,565.541
TIC 434398831 b,3.51,1250.0,,5638.0,0.909,217.011
TOI-5688 A b,10.3,742.0,50.3,3713.0,0.57,226.318
KELT-24 b,12.71098411,1391.0,624.0,6426.0,1.338,96.5173
TOI-858 B b,14.06727078,1529.0,908.9,5842.0,1.308,250.489
K2-251 b,2.35,437.0,,3717.0,0.49,147.03
TOI-1444 b,1.41792246,2130.02,,5460.0,0.9105,125.463
Kepler-20 d,2.606,430.0,5.71,5495.0,0.9164,282.563
TOI-5340 b,15.07607904,1566.0,1004.0,5990.0,1.842,532.629
TOI-540 b,0.903,611.0,23.4,3216.0,0.1895,14.0022
HAT-P-23 b,15.334,2056.0,,5905.0,1.203,364.813
WASP-36 b,14.874343,1733.0,,5959.0,0.985,386.346
HATS-45 b,14.414774,1518.0,,6450.0,1.315,772.11
HD 28109 b,2.199,881.2,,6120.0,1.446,139.611
TOI-2379 b,11.72459381,624.0,25.3,3707.0,0.622,211.247
BD+60 1417 b,14.68376472,1303.0,,4993.0,0.797,44.9543
TOI-2406 b,2.86,449.0,6.69,3100.0,0.204,55.419
K2-13 b,1.89,511.0,,5698.0,0.78,342.394
WASP-166 b,7.06167,1270.0,440.0,6050.0,1.22,114.173
K2-203 b,1.26549392,738.4,,5026.0,0.765,166.147
K2-136 b,1.014,610.0,33.5,4500.0,0.677,59.2474
KELT-14 b,19.537287,1970.0,,5720.0,1.52,250.121
TOI-1803 b,2.99,747.0,58.0,4687.0,0.715,119.24
Kepler-975 c,10.69,1168.0,439.8,4883.0,1.667,426.088
K2-252 b,1.74,639.0,,5152.0,0.82,228.839
TOI-530 b,9.30345398,565.0,,3659.0,0.54,148.762
Ross 176 b,1.84,682.0,36.2,4041.0,0.569,46.4488
TOI-908 b,3.186,1317.0,80.884,5626.0,1.028,175.748
HIP 113103 b,1.829,721.0,,4930.0,0.742,46.2122
WASP-136 b,15.46842,1742.0,,6260.0,2.21,275.587
WASP-70 A b,13.047,1387.0,,5763.0,1.215,222.355
WASP-118 b,16.14096,1729.0,,6410.0,1.696,376.658
WASP-124 b,13.89916,1400.0,,6050.0,1.02,448.637
Kepler-949 c,2.97,582.0,27.2,5211.0,0.895,486.105
TOI-6130 b,14.3474953,1750.0,1150.0,6110.0,1.51,220.882
TOI-4487 A b,14.60530185,1639.0,1203.0,6206.0,1.634,479.145
TOI-2274 b,2.45,771.46,,3943.0,0.631,48.876
K2-319 b,2.79,641.0,,5440.0,0.898,209.071
TOI-712 d,2.474,313.6,1.6,4622.0,0.674,58.6212
TOI-1246 d,3.43139739,587.77,,5213.0,0.8649,169.422
HATS-72 b,8.0973816,739.3,49.58,4656.1,0.7214,127.589
Kepler-1518 c,2.9,1094.0,338.33,6432.0,1.345,903.51
CoRoT-11 b,16.03,1657.0,,6440.0,1.37,655.037
TOI-2818 b,15.27784069,1376.0,598.0,5721.0,1.229,312.674
TOI-1173 b,9.19,868.0,132.0,5350.0,0.934,132.353
TOI-833 b,1.27,1118.0,,3920.0,0.6,41.7148
HIP 116454 b,2.469,753.2,51.2858,5048.0,0.758,62.4491
K2-214 b,2.51,1001.0,238.0,5875.0,1.236,300.64
WASP-144 b,9.52765,1260.0,,5200.0,0.81,355.513
K2-158 c,1.28,948.0,,5503.0,0.95,197.299
TOI-5322 b,16.6117094,1350.0,554.0,5692.0,1.462,476.899
Kepler-102 e,2.17,590.0,20.3,4909.0,0.724,107.796
K2-290 c,11.276254,676.0,,6302.0,1.511,272.909
HD 73583 c,2.39,498.0,10.2,4511.0,0.65,31.5666
HAT-P-16 b,14.448,1626.0,,6158.0,1.237,226.637
Kepler-91 b,15.322703,2040.0,,4550.0,6.3,1294.69
K2-16 b,2.02,658.0,44.5,4742.0,0.66,334.967
HAT-P-51 b,13.50682174,1168.2,310.0,5453.0,0.995,440.089
TOI-4438 b,2.52,435.0,6.0,3422.0,0.372,30.0346
TOI-128.01,2.21898,1344.51,182.406,6086.0,1.13,68.4727
HIP 9618 b,3.82838127,640.88,,5649.0,0.9593,67.5478
TOI-1776 b,1.21612741,1269.21,,5785.0,0.9356,44.647
TOI-2120 b,2.122,384.0,3.61,3131.0,0.245,32.1755
CoRoT-36 b,15.80466279,1567.0,,6730.0,1.52,925.958
TOI-2842 b,12.84549188,1471.0,781.8,5910.0,1.265,460.995
Kepler-619 d,4.17,830.0,112.07,6122.0,0.964,900.678
TOI-237 b,1.44,388.0,3.7,3212.0,0.211,38.0749
K2-140 b,13.56286665,962.0,204.0,5585.0,1.06,347.917
K2-321 b,2.05124347,830.0,,3750.0,0.595,77.6888
K2-225 b,3.60929179,923.0,,5520.0,1.7,357.778
Kepler-164 e,4.24,429.0,7.99,5888.0,1.097,890.758
K2-230 b,1.96,1529.0,,5945.0,1.39,540.773
TOI-663 c,2.26,553.0,22.3,3681.0,0.512,64.2308
HATS-39 b,17.59813,1645.0,,6572.0,1.621,878.521
LHS 1478 b,1.242,595.0,,3381.0,0.246,18.2276
L 98-59 b,0.837,620.0,24.5,3415.0,0.3155,10.6194
TOI-712 c,2.701,369.9,3.08,4622.0,0.674,58.6212
HATS-76 b,12.09449018,939.8,129.8,4016.0,0.6259,385.689
TOI-2107 b,13.57407563,1397.0,,5627.0,0.932,236.705
HD 224018 c,2.42,641.0,,5784.0,1.147,105.48
HD 2685 b,16.14096,2061.0,,6801.0,1.56,196.852
TOI-4791 b,12.44196858,1472.0,783.2,6058.0,1.409,328.802
TYC 8998-760-1 c,12.3299,1240.0,,,,94.6177
TOI-1994 b,13.67495645,2290.0,,7700.0,2.3,515.603
Kepler-421 b,4.16,185.0,,5308.0,0.757,348.558
KOI-3680 b,11.09691,347.0,,5830.0,0.96,921.986
K2-37 d,2.31,646.0,41.3,5352.0,0.809,179.943
KOI-13 b,16.948008,2550.0,,7650.0,1.74,519.096
Kepler-2000 b,2.73,530.0,18.73,3757.0,0.576,320.588
TOI-2459 b,2.9531,445.01,,4195.0,0.6751,36.6113
HD 1397 b,11.500434,1228.3,356.0,5521.0,2.336,79.5702
K2-334 b,5.65,1380.0,,6502.0,1.49,371.823
GU Psc b,14.179,1050.0,,,,47.5501
LTT 1445 A b,1.34,431.0,5.7,,0.271,6.86929
TOI-411 b,1.362,1241.0,495.139,6169.0,1.117,62.7792
TOI-444 b,2.77,609.0,,5225.0,0.779,57.3973
HD 136352 c,2.916,677.0,35.1,5664.0,1.058,14.682
HD 136352 d,2.562,431.0,5.74,5664.0,1.058,14.682
TOI-6054.01,2.64,1360.0,570.0,6047.0,1.662,79.407
HD 183579 b,3.49,752.0,,5784.0,0.96,57.2651
HD 191939 b,3.41,880.0,100.0,5348.0,0.94,53.6089
TOI-172 b,10.816685,1198.0,299.0,5645.0,1.777,342.831
GJ 9827 b,1.44,1035.01,,4236.0,0.58,29.661
HAT-P-50 b,14.437192,1862.0,,6280.0,1.698,515.458
K2-233 c,1.272,794.0,66.2,4796.0,0.71,67.5062
TOI-451 b,1.91,1491.0,,5550.0,0.879,123.739
TOI-1806.01,3.4095367,337.47,2.1473,3272.0,0.401575,55.5211
TOI-544 b,2.018,999.0,,4169.0,0.623,41.1166
TOI-5678 b,4.91,513.0,,5485.0,0.938,165.393
Kepler-20 f,0.952,681.0,35.9,5495.0,0.9164,282.563
KOI-3503 b,1.19,785.0,,6001.0,1.255,887.064
K2-100 b,3.88,1841.0,1915.0,5945.0,1.24,188.959
TOI-139 b,2.4566,561.17,,4570.0,0.7007,42.4061
Kepler-1514 b,12.419572,387.9,3.23,6145.0,1.289,397.292
Kepler-1514 c,1.1758241,1066.0,193.0,6145.0,1.289,397.292
K2-239 c,1.0,427.0,,3420.0,0.36,31.0849
TOI-6383 A b,11.29,745.0,51.3,3444.0,0.457,171.319
CoRoT-24 c,5.0,850.0,,4950.0,0.86,591.555
LTT 3780 b,1.325,903.0,111.0,3358.0,0.38,21.9814
CoRoT-13 b,9.92,1700.0,,5945.0,1.01,1148.93
Kepler-138 b,0.64,452.0,9.9,3841.0,0.535,66.8624
HATS-62 b,11.825495,1237.0,387.4,5416.0,0.933,523.067
WASP-28 b,13.66374747,1456.0,,,1.083,348.494
Kepler-1801 c,2.91,371.0,4.47,5738.0,0.981,839.332
K2-336 b,1.22,569.0,,5424.0,0.8,239.289
TOI-6034 b,11.92,714.0,43.0,3635.0,0.489,117.992
TOI-2498 b,6.06,1443.0,,5905.0,1.26,275.265
Kepler-1649 b,1.017,307.0,2.208,3240.0,0.2317,92.1913
K2-323 b,2.1,318.0,,3710.0,0.549,118.318
K2-5 c,2.26,456.0,10.2,3930.0,0.57,202.943
HAT-P-66 b,17.82231,1896.0,,6002.0,1.881,935.456
WASP-81 b,16.017661,1623.0,,5870.0,1.283,398.505
GJ 9827 c,1.13,715.94,,4236.0,0.58,29.661
HATS-46 b,10.121727,1054.0,,5495.0,0.853,453.808
Kepler-1652 b,1.6,268.0,0.81,3638.0,0.382,
TOI-4010 c,5.93,907.0,112.0,4960.0,0.83,177.504
TOI-2141 b,3.147,728.0,47.3,5635.0,0.95,77.682
Kepler-416 d,1.61,1253.0,583.25,5670.0,1.022,690.819
GJ 3473 b,1.264,773.0,59.4,3347.0,0.364,27.3644
TOI-905 b,13.125739,1192.0,337.0,5570.0,0.918,158.649
TOI-1062 b,2.265,1077.0,232.0,5328.0,0.84,82.1733
Kepler-1876 b,0.853,1299.0,475.0,6104.0,1.477,259.935
Kepler-130 c,2.9,683.0,,5879.0,1.17,316.663
Kepler-46 b,9.057,543.0,,5155.0,0.938,777.06
Kepler-411 b,2.401,1138.0,,,0.82,153.676
HATS-74 A b,11.56766808,895.1,106.9,3776.9,0.5758,299.389
LTT 1445 A c,1.147,508.0,10.9,3340.0,0.265,6.86929
GJ 3929 b,1.09,568.0,17.3,3384.0,0.32,15.8095
TOI-2136 b,2.19,395.0,4.0,3342.0,0.34,33.3631
WASP-132 c,1.841,1329.0,791.0,4686.0,0.758,122.91
TOI-3629 b,8.29464572,690.0,39.0,3870.0,0.6,130.091
CT Cha b,24.66,2600.0,,,,190.72
HAT-P-9 b,15.614137,1540.0,931.0,6350.0,1.338,455.203
TOI-1238 c,2.11,695.0,63.0,4089.0,0.58,70.7145
TOI-1238 b,1.21,1133.0,442.0,4089.0,0.58,70.7145
TOI-2068 b,1.821,520.62,12.23,3710.0,0.535,52.9328
WASP-182 b,9.52765,1479.0,,5638.0,1.34,327.602
HATS-48 A b,8.9672,954.6,137.6,4546.0,0.7152,263.609
HAT-P-68 b,12.016048,1027.8,184.8,4508.0,0.6701,202.152
TOI-622 b,9.2362001,1388.0,602.0,6400.0,1.415,123.297
TOI-2169 A b,12.50922246,1364.0,577.0,6270.0,1.82,351.487
TOI-2382 b,12.25141591,1426.0,689.0,6033.0,1.417,434.92
TOI-2567 b,10.92875618,1352.0,558.0,5611.0,1.686,504.775
Kepler-58 e,1.61,1212.0,511.6,6100.0,1.083,969.252
Kepler-1994 b,0.51,1032.0,268.27,5495.0,0.961,241.991
Kepler-107 e,2.903,955.0,138.7,5854.0,1.447,525.997
Kepler-1894 c,1.21,1007.0,243.06,5772.0,0.901,935.191
Kepler-431 b,0.764,1032.0,,6004.0,1.092,486.546
TOI-4308 b,2.4189,763.05,,5243.0,0.7934,108.932
TOI-4515 b,12.17,705.0,,5433.0,0.86,193.499
Kepler-62 f,1.41,208.0,,4925.0,0.64,300.874
Kepler-347 d,3.04,482.0,12.75,5592.0,1.451,1298.88
TOI-837 b,9.16894621,995.3,164.0,5995.0,1.052,142.488
TOI-5592 b,17.14974047,1789.0,1712.0,6237.0,1.393,597.026
Kepler-430 c,1.75,458.0,,5884.0,1.485,917.477
TOI-1470 b,2.18,734.0,46.3,3709.0,0.469,51.9503
K2-417 b,3.31,558.0,,3861.0,0.5776,94.0424
K2-326 b,2.28,1114.0,,3924.0,0.688,282.308
HD 224018 b,0.91,968.0,,5784.0,1.147,105.48
TOI-5398 c,3.52,1242.0,,6000.0,1.051,130.855
LP 791-18 c,2.438,324.4,2.637,2960.0,0.182,26.4927
K2-52 b,18.0,2004.0,,7147.0,2.192,1038.41
K2-53 b,2.6,665.0,,5263.0,0.807,138.018
TOI-6420 b,11.93756445,1213.0,,6020.0,1.312,634.712
GJ 806 b,1.331,940.0,130.0,3600.0,0.4144,12.0445
TOI-6894 b,9.5836785,417.9,5.54,3007.0,0.2276,73.8131
TOI-4527.01,0.9086617,1362.93,571.5072,3702.0,0.485948,18.1037
KOI-94 c,4.32,1012.0,,6182.0,1.52,477.052
K2-62 b,2.02,666.0,46.7,4455.0,0.696,112.467
K2-54 b,2.6116925,560.0,,3990.0,0.643,174.955
K2-180 b,2.46597575,797.5,,5365.0,0.719,203.896
K2-117 b,2.03,868.0,,3778.0,0.51,101.632
K2-346 b,2.26,450.0,,4801.0,0.7,105.58
TOI-5799 c,1.76,337.0,,3452.0,0.321,27.8123
Kepler-117 b,8.059,984.0,,6150.0,1.606,1455.57
K2-349 b,1.38,518.0,,4385.0,0.49,453.567
WASP-170 b,12.285064,1422.0,680.0,5600.0,0.938,305.603
HATS-44 b,11.960003,1161.0,,5080.0,0.847,446.035
TOI-421 b,2.64,922.0,,5291.0,0.866,74.7969
TOI-421 c,5.09,635.0,,5291.0,0.866,74.7969
HD 63433 b,2.14,967.11,,5553.0,0.934,22.4035
HD 17156 b,1.094,888.0,68.8,6046.0,1.517,78.0863
WASP-103 b,17.127,2508.0,,6110.0,1.436,375.647
HD 3167 c,3.0,564.0,16.9,5261.0,0.88,47.2899
TOI-269 b,2.77,531.0,19.0,3514.0,0.398,57.0225
